State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Uttar_Pradesh,Bareilly,5356663,81.3877551,8,0.053165618,0.003737324,0.045275675,0.495,0.851596892
Uttar_Pradesh,Barabanki,3898578,74.53061224,4.857142857,0.103417336,0.001049247,0.0780123,0.295,0.754344512
Uttar_Pradesh,Ballia,3741668,34.04081633,5,0.085904818,0.001193134,0.162404433,0.235,1.890516011
Odisha,Balasore,2623782,92.2244898,4.285714286,0.107137142,0.000776289,0.083036875,0.495,0.775052174
Uttar_Pradesh,Azamgarh,5318554,31.93877551,5.142857143,0.07670166,0.001713187,0.186512955,0.08,2.431667777
Uttar_Pradesh,Ayodhya,2874258,77.10204082,8.428571429,0.073367668,0.001594639,0.098636196,0.495,1.344409575
Maharashtra,Aurangabad,4606386,1892.326531,254.8571429,0.048991732,0.003803671,0.120283968,0.495,2.455189109
Bihar,Araria,3566532,21.93877551,3.857142857,0.109620141,0.000596977,0.123128119,0.23,1.123225326
Maharashtra,Amravati,3167458,126.5510204,16.57142857,0.101261601,0.004370199,0.131024199,0.095,1.293917908
Rajasthan,Alwar,4420767,100.6530612,26.57142857,0.02429132,0.000721361,0.157970591,0.47,6.503170403
Uttar_Pradesh,Aligarh,4419128,178.9387755,15.71428571,0.052856843,0.003128847,0.091309087,0.135,1.727478999
Maharashtra,Akola,1997502,441.7959184,32.14285714,0.07830353,0.003177224,0.082268103,0.38,1.050630838
Rajasthan,Ajmer,3011068,57.6122449,9,0.083047681,0.003134654,0.104437479,0.29,1.257560453
Maharashtra,Ahmednagar,5048643,76.32653061,18.85714286,0.121499634,0.004408945,0.207809237,0.495,1.710369242
Andhra_Pradesh,A0tapur,4523180,671.5510204,94.42857143,0.091968033,0.000427456,0.132519002,0.495,1.440924618
Maharashtra,0ded,3867378,89.53061224,9,0.024050539,0.004788202,0.007496622,0.325,0.311702861
